1,1,0
2,1,21
3,1,79
4,1,726
5,1,24
6,1,0
7,1,0
8,1,0
9,1,26
10,1,9
11,1,30
12,1,0
13,1,9
14,1,6
15,1,0
16,1,9566
17,1,0
18,1,150
19,1,0
20,1,72
21,1,0
22,1,152
23,1,117
24,1,0
25,1,0
26,1,0
27,1,0
28,1,0
29,1,54
30,1,64
31,1,0
32,1,161
33,1,3
34,1,0
35,1,79
36,1,0
37,1,21
38,1,9
39,1,0
40,1,71
41,1,4
42,1,29
43,1,0
44,1,0
45,1,110
46,1,0
47,1,53
48,1,0
49,1,6
50,1,3
51,1,38
52,1,26
53,1,0
54,1,0
55,1,8
56,1,0
57,1,0
58,1,0
59,1,0
60,1,0
61,1,0
62,1,140
63,1,0
64,1,0
65,1,0
66,1,26
67,1,1437
68,1,182
69,1,51
70,1,11
71,1,17
72,1,0
73,1,13
74,1,0
75,1,71
76,1,0
77,1,4
78,1,42
79,1,21
80,1,39
81,1,0
82,1,0
83,1,16
84,1,0
85,1,0
86,1,0
87,1,60
88,1,0
89,1,0
90,1,21
91,1,0
92,1,0
93,1,0
94,1,0
95,1,0
96,1,80
97,1,38
98,1,0
99,1,0
100,1,3
101,1,0
102,1,9
103,1,0
104,1,0
105,1,0
106,1,0
107,1,47
108,1,28
109,1,3
110,1,249
111,1,0
112,1,0
113,1,0
114,1,0
115,1,0
116,1,0
117,1,0
118,1,0
119,1,19
120,1,254
121,1,0
122,1,13
123,1,24
124,1,81
125,1,26
126,1,4
127,1,0
128,1,341
129,1,515
130,1,461
131,1,13
132,1,43
133,1,6
134,1,58
135,1,9
136,1,160
137,1,322
138,1,0
139,1,25
140,1,0
141,1,202
142,1,0
143,1,441
144,1,0
145,1,0
146,1,13
147,1,17
148,1,72
149,1,0
150,1,267
151,1,15
152,1,32
153,1,0
154,1,0
155,1,80
156,1,32
157,1,98
158,1,161
159,1,26
160,1,43
161,1,1246
162,1,0
163,1,13
164,1,127
165,1,0
166,1,0
167,1,0
168,1,0
169,1,0
170,1,0
171,1,0
172,1,17
173,1,24
174,1,958
175,1,1674
176,1,0
177,1,148
178,1,19
179,1,24
180,1,0
181,1,0
182,1,0
183,1,0
184,1,0
185,1,0
186,1,0
187,1,0
188,1,148
189,1,0
190,1,0
191,1,0
192,1,0
193,1,25
194,1,66
195,1,40
196,1,11
197,1,35
198,1,0
199,1,0
200,1,0
201,1,0
202,1,0
203,1,9
204,1,0
205,1,160
206,1,166
207,1,606
208,1,13
209,1,0
210,1,105
211,1,80
212,1,0
213,1,0
214,1,0
215,1,0
216,1,5
217,1,54
218,1,0
219,1,263
220,1,6
221,1,0
222,1,17
223,1,0
224,1,0
225,1,0
226,1,58
227,1,43
228,1,0
229,1,1630
230,1,0
231,1,160
232,1,3
233,1,0
234,1,26
235,1,119
236,1,19
237,1,334
238,1,6
239,1,0
240,1,0
241,1,32
242,1,0
243,1,211
244,1,0
245,1,0
246,1,3
247,1,0
248,1,0
249,1,319
250,1,8
251,1,0
252,1,86
253,1,17
254,1,0
255,1,0
256,1,26
257,1,66
258,1,0
259,1,69
260,1,0
261,1,0
262,1,0
263,1,0
264,1,1213
265,1,0
266,1,0
267,1,2580
268,1,1600
269,1,9
270,1,0
271,1,105
272,1,69
273,1,92
274,1,14
275,1,159
276,1,0
277,1,0
278,1,98
279,1,3
280,1,36
281,1,0
282,1,0
283,1,0
284,1,8
285,1,0
286,1,0
287,1,0
288,1,540
289,1,13
290,1,0
291,1,13
292,1,0
293,1,43
294,1,0
295,1,0
296,1,59
297,1,47
298,1,0
299,1,0
300,1,0
301,1,0
302,1,13
303,1,0
304,1,603
305,1,62
306,1,0
307,1,0
308,1,0
309,1,26
310,1,0
311,1,0
312,1,0
